observed_on,time_observed_at,user_name,created_at,updated_at,image_url,description,num_identification_agreements,num_identification_disagreements,place_guess,latitude,longitude,place_county_name,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name
2021-08-10,2021-08-10 00:12:55 UTC,Hemanth Kumar H M,2021-10-01 16:27:05 UTC,2021-10-13 14:38:59 UTC,https://static.inaturalist.org/photos/160862514/medium.jpeg,,1,0,Muttinakoppa,13.7221301147,75.4669359326,Chikmagalur,Karnataka,India,Pretzel slime mold,Hemitrichia serpula,Pretzel slime mold,Protozoa
2021-10-09,2021-10-09 16:42:45 UTC,,2021-10-09 17:04:13 UTC,2022-05-06 23:53:56 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/195474516/medium.jpg,"",1,0,"Gamdevi Lane, Mumbai, MH, IN",18.9585809865,72.812200995,Greater Bombay,Maharashtra,India,Myxomycetes,Myxomycetes,true slime molds,Protozoa
2021-10-14,2021-10-14 02:56:00 UTC,"",2021-10-17 02:58:15 UTC,2021-10-17 02:58:15 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/163912469/medium.jpg,,0,0,"Uttara Kannada, Karnataka, India",15.2340054492,74.6169519918,Uttar Kannand,Karnataka,India,False Puffball,Reticularia lycoperdon,False Puffball,Protozoa
2021-10-02,2021-10-02 04:48:00 UTC,Abhishek Jamalabad,2021-10-21 19:08:14 UTC,2024-02-11 02:58:50 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/164775565/medium.jpg,,1,0,"Shirdhon, Maharashtra 410221, India",18.9272643741,73.1297489826,Raigarh,Maharashtra,India,slime molds,Nannengaella mellea,,Protozoa
2021-10-25,2021-10-25 04:36:04 UTC,Meehir Pawar,2021-10-25 08:59:59 UTC,2023-07-08 06:42:11 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/165553857/medium.jpeg,,0,0,Conservation Education Centre Of BNHS,19.1629108982,72.8920293599,Greater Bombay,Maharashtra,India,Chocolate Tube Slimes,Stemonitis,Chocolate Tube Slimes,Protozoa
2021-11-16,2021-11-16 09:25:20 UTC,Samuel Prakash,2021-11-16 09:28:10 UTC,2021-11-16 09:45:28 UTC,https://static.inaturalist.org/photos/169073969/medium.jpeg,,0,0,"10/23, Subba Road Avenue, Nungambakkam, Chennai, Tamil Nadu 600034, India",13.0648239722,80.247065,Chennai,Tamil Nadu,India,Didymium,Didymium,,Protozoa
2021-08-06,2021-08-06 07:01:00 UTC,Dr. Preeti V. Phate,2021-11-19 12:02:40 UTC,2021-11-19 12:08:05 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/169451096/medium.jpg,A beautiful dictyostelids.,0,0,"Pantnagar, Alibag, Maharashtra 402201, India",18.6577138889,72.8772055556,Raigarh,Maharashtra,India,Ceratiomyxa fruticulosa fruticulosa,Ceratiomyxa fruticulosa fruticulosa,,Protozoa
2021-08-06,2021-08-06 10:04:00 UTC,Dr. Preeti V. Phate,2021-11-19 12:06:27 UTC,2023-07-10 13:46:52 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/169451363/medium.jpg,A myxomycetes species.,0,0,"Boris, Maharashtra, India",18.7202694444,72.8834833333,Raigarh,Maharashtra,India,Chocolate Tube Slimes,Stemonitis,Chocolate Tube Slimes,Protozoa
2021-08-06,2021-08-06 10:16:00 UTC,Dr. Preeti V. Phate,2021-11-19 12:13:53 UTC,2021-11-19 12:15:04 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/169451630/medium.jpg,Early sporulation (fruiting body formation),0,0,"Boris, Maharashtra, India",18.7202694444,72.8834833333,Raigarh,Maharashtra,India,Chocolate Tube Slimes,Stemonitis,Chocolate Tube Slimes,Protozoa
2021-09-26,2021-09-26 11:12:00 UTC,Dr. Preeti V. Phate,2021-11-19 12:19:19 UTC,2021-11-19 12:19:19 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/169452134/medium.jpg,"",0,0,"RCF Colony, Alibag, Maharashtra, India",18.6509377,72.8884698,Raigarh,Maharashtra,India,Push Pin Slime Mold,Hemitrichia calyculata,Push Pin Slime Mold,Protozoa
2021-07-28,2021-07-28 12:22:00 UTC,Dr. Preeti V. Phate,2021-11-19 12:25:36 UTC,2021-11-19 12:25:36 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/169452511/medium.jpg,,0,0,"Alibag - Revas Rd, Chondhi, Maharashtra, India",18.7271895,72.8821513,Raigarh,Maharashtra,India,Chocolate Tube Slime,Stemonitis splendens,chocolate tube slime,Protozoa
2019-07-09,2019-07-09 12:09:00 UTC,Dr. Preeti V. Phate,2021-11-19 12:26:20 UTC,2022-01-22 01:08:12 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/169452646/medium.jpg,,1,0,"Pantnagar, Alibag, Maharashtra 402201, India",18.6540476944,72.8775783889,Raigarh,Maharashtra,India,Pretzel slime mold,Hemitrichia serpula,Pretzel slime mold,Protozoa
2021-09-26,2021-09-26 11:28:45 UTC,Dr. Preeti V. Phate,2021-11-22 06:26:55 UTC,2024-01-11 21:38:39 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/169840954/medium.jpeg,Myxomycetes,0,1,RCF Colony,18.6509498843,72.8884697333,Raigarh,Maharashtra,India,Physarum pezizoideum,Trichamphora pezizoidea,,Protozoa
2021-11-20,2021-11-20 15:59:14 UTC,"",2021-11-22 17:28:38 UTC,2021-11-22 17:29:07 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/169886236/medium.jpeg,,0,0,"The Nilgiris, IN-AP, IN",11.5292826385,76.6464675218,Nilgiris,Tamil Nadu,India,Arcyria,Arcyria,,Protozoa
2021-11-26,2021-11-26 01:44:37 UTC,TreeClouds Permaculture,2021-11-26 01:44:55 UTC,2021-11-26 01:45:05 UTC,https://static.inaturalist.org/photos/170266552/medium.jpeg,,0,0,Ganthimarri,14.348777771,77.5865936279,Anantapur,Andhra Pradesh,India,,Fuligo septica,Dog Vomit Slime Mold,Protozoa
2021-11-26,2021-11-26 22:19:00 UTC,Samuel Prakash,2021-11-27 11:02:24 UTC,2021-11-27 11:02:24 UTC,https://static.inaturalist.org/photos/170422616/medium.jpg,,0,0,"Nungambakkam, Chennai, Tamil Nadu, India",13.0650209722,80.2471,Chennai,Tamil Nadu,India,Arcyria,Arcyria,,Protozoa
2018-09-12,2018-09-12 12:19:00 UTC,Dr. Preeti V. Phate,2021-11-28 12:24:13 UTC,2021-11-28 12:24:13 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/170568883/medium.jpeg,Color change during maturation of species.,0,0,"Shribag No.3, Alibag, Maharashtra 402201, India",18.6468159496,72.874728527,Raigarh,Maharashtra,India,Dog Vomit Slime Mold,Fuligo septica,Dog Vomit Slime Mold,Protozoa
2016-10-01,2016-10-01 06:34:00 UTC,Dr. Preeti V. Phate,2021-11-28 12:26:00 UTC,2022-05-27 23:23:01 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/170569139/medium.jpg,,1,0,"Kihim Beach Rd, Kihim, Maharashtra 402201, India",18.7228807,72.864706,Raigarh,Maharashtra,India,White Carnival Candy Slime Mold,Arcyria cinerea,White Carnival Candy Slime Mold,Protozoa
2021-08-06,2021-08-06 08:07:00 UTC,Dr. Preeti V. Phate,2021-11-28 12:40:59 UTC,2021-11-28 12:40:59 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/170570073/medium.jpg,,0,0,"Raigad, Maharashtra, India",18.6793194444,72.8794944444,Raigarh,Maharashtra,India,Fuligo septica septica,Fuligo septica septica,,Protozoa
2021-11-30,2021-11-30 06:15:38 UTC,RAHUL K,2021-11-30 06:17:13 UTC,2021-11-30 06:18:09 UTC,https://static.inaturalist.org/photos/170834297/medium.jpeg,Fungi,0,0,"Kulattur, Chennai, Tamil Nadu, India",12.9353257997,80.1843353,Kancheepuram,Tamil Nadu,India,chocolate tube slime,Stemonitis splendens,chocolate tube slime,Protozoa
2021-12-06,2021-12-06 10:14:41 UTC,Name,2021-12-06 13:33:59 UTC,2021-12-06 13:35:02 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/171551653/medium.jpeg,,0,0,"South Goa, IN-GA, IN",15.009435,74.030286,South Goa,Goa,India,Arcyria,Arcyria,,Protozoa
2021-12-15,2021-12-15 10:22:52 UTC,Ambady Sasi,2021-12-15 12:35:48 UTC,2023-11-24 16:30:41 UTC,https://static.inaturalist.org/photos/172468919/medium.jpeg,,1,0,"Kerala 685608, India",9.8908583333,76.6898916667,Idukki,Kerala,India,Chocolate Tube Slimes,Stemonitis,Chocolate Tube Slimes,Protozoa
2022-01-02,2022-01-02 08:28:00 UTC,Deepa Padmini,2022-01-02 08:28:55 UTC,2022-06-22 08:30:29 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/174522891/medium.jpg,,2,0,"Thiruvananthapuram, Kerala, India",8.5241391,76.9366376,Thiruvananthapuram,Kerala,India,Pretzel slime mold,Hemitrichia serpula,Pretzel slime mold,Protozoa
2022-01-01,2022-01-01 14:35:39 UTC,Saravanaraja Thyagarajan,2022-01-02 10:23:24 UTC,2022-01-02 16:40:12 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/174529196/medium.jpeg,,0,0,"W4F2+X2C, Karummariamman Nagar, Vishnu Nagar, Tambaram, Chennai, Tamil Nadu 600045, India",12.9250390295,80.1000027359,Kancheepuram,Tamil Nadu,India,,Stemonitidaceae,,Protozoa
2021-11-26,2021-11-26 05:56:34 UTC,Hrudya Ramesh,2022-01-04 09:51:46 UTC,2022-06-22 08:30:17 UTC,https://static.inaturalist.org/photos/174803053/medium.jpeg,,2,0,"G9G2+P9J, Peechi, Kerala 680653, India",10.5288600919,76.3491363525,Thrissur,Kerala,India,Pretzel slime mold,Hemitrichia serpula,Pretzel slime mold,Protozoa
2021-07-01,2021-07-01 06:41:00 UTC,T R Shankar Raman,2022-01-10 06:43:45 UTC,2022-08-29 09:48:51 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/175482325/medium.jpeg,,0,0,"642127, India",10.3801719722,76.9943669722,Coimbatore,Tamil Nadu,India,slime molds,Mycetozoa,slime molds,Protozoa
2022-01-17,2022-01-17 12:50:40 UTC,Dhruthi Somesh,2022-01-17 13:38:37 UTC,2023-01-29 07:01:23 UTC,https://static.inaturalist.org/photos/176255407/medium.jpeg,,0,0,"WM72+66V, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India",12.9130305556,77.6506305556,Bangalore,Karnataka,India,slime molds,Mycetozoa,slime molds,Protozoa
2021-11-15,2021-11-15 04:59:00 UTC,Karthik,2022-01-27 11:59:35 UTC,2024-08-23 08:35:18 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/177329255/medium.jpg,Stemonitales,0,0,"Sanjayanagara, Bengaluru, Karnataka 560094, India",13.034732,77.57302,Bangalore,Karnataka,India,Slime Molds,Mycetozoa,slime molds,Protozoa
2022-01-24,2022-01-24 06:53:00 UTC,Karthik Thrikkadeeri,2022-01-30 05:41:36 UTC,2022-01-30 05:41:36 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/177641037/medium.jpg,,0,0,"Bangalore, Karnataka, India",13.0720567778,77.5719124722,Bangalore,Karnataka,India,Mycetozoa,Mycetozoa,slime molds,Protozoa
2022-01-22,2022-01-22 02:50:52 UTC,,2022-01-31 04:34:10 UTC,2022-01-31 15:33:28 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/177770996/medium.jpg,"",3,0,"Goregaon East, Mumbai, MH, IN",19.1629631545,72.9012666953,Greater Bombay,Maharashtra,India,Fuligo,Fuligo,,Protozoa
2022-02-04,2022-02-04 03:20:50 UTC,Vijay Kumar,2022-02-04 11:47:27 UTC,2022-02-04 11:47:43 UTC,https://static.inaturalist.org/photos/178201233/medium.jpeg,,0,0,"G35X+VH5, Agumbe, Karnataka 577411, India",13.5101266291,75.0994518399,Shimoga,Karnataka,India,Dog Vomit Slime Mold,Fuligo septica,Dog Vomit Slime Mold,Protozoa
2018-03-13,2018-03-13 21:11:00 UTC,Dr.Khamhan Bhaskar,2022-02-15 20:13:44 UTC,2023-02-28 00:04:05 UTC,https://static.inaturalist.org/photos/179520509/medium.jpeg,Euglenaceae,1,0,"Chhirra, Chhattisgarh 493338, India",21.6744996,82.6780463,Baloda Bazar,Chhattisgarh,India,Euglenaceae,Euglenaceae,,Protozoa
2022-02-23,2022-02-23 15:54:12 UTC,,2022-02-23 15:54:55 UTC,2022-02-23 15:55:02 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/180471438/medium.jpeg,,0,0,"Karnataka, IN",12.9344534404,77.5484952396,Bangalore,Karnataka,India,,Leocarpus fragilis,insect-egg slime,Protozoa
2021-09-21,2021-09-21 05:18:00 UTC,Aditya Bari,2022-02-25 19:04:02 UTC,2022-02-26 00:18:30 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/180683400/medium.jpeg,,1,0,"Neri Naka, Digambar Housing Society, Jalgaon, Maharashtra 425002, India",20.9838575403,75.5376309156,Jalgaon,Maharashtra,India,Stemonitidaceae,Stemonitidaceae,,Protozoa
2022-03-10,,Chaitali Saqcena,2022-03-10 16:54:07 UTC,2022-03-10 16:54:13 UTC,https://static.inaturalist.org/photos/182333788/medium.jpeg,,0,0,Maharashtra,19.7067666947,75.7138882577,Jalna,Maharashtra,India,Push Pin Slime Mold,Hemitrichia calyculata,Push Pin Slime Mold,Protozoa
2022-03-26,2022-03-26 13:08:37 UTC,XAIR DAR,2022-03-26 12:36:26 UTC,2022-03-26 14:11:29 UTC,https://static.inaturalist.org/photos/184632631/medium.jpeg,,0,0,"3PG4+24J, Soibugh, 191111",34.0752411944,74.7053570833,Bagdam,Jammu and Kashmir,India,Trichiaceae,Trichiaceae,,Protozoa
2021-10-20,2021-10-20 13:30:55 UTC,Mitul and Vijul Singh,2022-04-05 10:54:31 UTC,2023-05-09 21:26:04 UTC,https://static.inaturalist.org/photos/186371896/medium.jpeg,Under microscope.,0,0,Babukhan Solitaire,17.4423767124,78.3673932776,Rangareddi,Telangana,India,Euglena sanguinea,Euglena sanguinea,,Protozoa
2022-04-07,2022-04-07 09:25:12 UTC,"",2022-04-08 18:13:50 UTC,2022-09-14 11:34:52 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/186915063/medium.jpeg,,0,0,"G9M2+654, Peechi, Kerala 680652, India",10.5307919722,76.34667,Thrissur,Kerala,India,true slime molds,Myxomycetes,true slime molds,Protozoa
2022-04-15,2022-04-15 05:08:14 UTC,Sumit Mahar,2022-04-15 05:12:55 UTC,2022-04-15 05:14:14 UTC,https://static.inaturalist.org/photos/188219127/medium.jpeg,,0,0,"4H6C+6J3, Kamlehr, Himachal Pradesh 176081, India",32.1098350559,76.5716063976,Kangra,Himachal Pradesh,India,False Puffball,Reticularia lycoperdon,False Puffball,Protozoa
2022-04-18,2022-04-18 06:59:00 UTC,Deepa Padmini,2022-04-19 12:40:48 UTC,2022-04-19 12:40:48 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/189205100/medium.jpg,,0,0,"Kattakkada, Kerala, India",8.5121912778,77.0764127778,Thiruvananthapuram,Kerala,India,Ceratiomyxa,Ceratiomyxa,Coral Slimes,Protozoa
2022-04-26,2022-04-26 11:12:16 UTC,Girdhar Netam,2022-04-28 12:54:01 UTC,2023-07-08 08:13:28 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/191285193/medium.jpeg,,1,0,"Kondagaon, IN-CT, IN",19.5210494765,81.6640078545,Kondagaon,Chhattisgarh,India,Euglenaceae,Euglenaceae,,Protozoa
2022-05-06,2022-05-06 02:36:28 UTC,Manoj Painungal,2022-05-06 04:29:47 UTC,2022-05-13 11:05:02 UTC,https://static.inaturalist.org/photos/195245500/medium.jpeg,,0,0,"My homeyard,Piraroor, Kalady, Kerala 683574, India",10.1597667347,76.4124199748,Ernakulam,Kerala,India,,Myxomycetes,true slime molds,Protozoa
2018-12-17,2018-12-17 07:17:00 UTC,Krishna Anujan,2022-05-08 04:50:06 UTC,2022-05-08 04:50:06 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/195835178/medium.jpg,,0,0,"Nayashahar RV, Andaman and Nicobar Islands 744105, India",11.5844592,92.6879043,Andaman Islands,Andaman and Nicobar,India,Slime Molds,Mycetozoa,slime molds,Protozoa
2022-05-19,2022-05-19 02:33:00 UTC,Girdhar Netam,2022-05-19 15:33:32 UTC,2023-07-08 08:24:15 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/198871581/medium.jpeg,,0,0,"Kondagaon, IN-CT, IN",19.4594723468,81.7525073021,Kondagaon,Chhattisgarh,India,Amoebidae,Amoebidae,,Protozoa
2019-07-14,2019-07-14 06:05:00 UTC,Harshada Kulkarni,2022-05-22 06:33:27 UTC,2022-05-22 06:33:27 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/199563357/medium.jpg,,0,0,"Pune, IN-MH, IN",18.5683844946,73.8190773149,Pune,Maharashtra,India,Lamproderma,Lamproderma,,Protozoa
2022-06-05,2022-06-05 11:33:00 UTC,shharishma,2022-06-06 13:35:23 UTC,2022-06-06 13:38:13 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/203824655/medium.jpg,"",0,0,"Thiruvananthapuram, Kerala, India",8.5241391,76.9366376,Thiruvananthapuram,Kerala,India,Dog Vomit Slime Mold,Fuligo septica,Dog Vomit Slime Mold,Protozoa
2022-06-13,2022-06-13 05:24:41 UTC,,2022-06-13 15:56:09 UTC,2022-06-13 15:57:41 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/205788320/medium.jpeg,,0,0,"HRXP+3WW, Moira, Goa 403507, India",15.59664,73.838047,North Goa,Goa,India,Coral Slimes,Ceratiomyxa,Coral Slimes,Protozoa
2021-11-24,2021-11-24 07:27:00 UTC,prajwal deep,2022-06-16 05:10:35 UTC,2022-11-27 18:19:14 UTC,https://static.inaturalist.org/photos/206473701/medium.jpeg,"",1,0,"Bengaluru, Karnataka, India",12.9715987,77.5945627,Bangalore,Karnataka,India,chocolate tube slime,Stemonitis splendens,chocolate tube slime,Protozoa
2022-06-16,2022-06-16 06:18:31 UTC,OnePlanet,2022-06-30 04:36:51 UTC,2022-06-30 04:37:05 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/210253697/medium.jpeg,,0,0,"Kerala 671314, India",12.2841660919,75.1602206379,Kasaragod,Kerala,India,Arcyria,Arcyria,,Protozoa
2022-07-02,2022-07-02 13:33:00 UTC,Prajwal J Ullal,2022-07-05 16:23:26 UTC,2022-07-05 16:23:26 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/211751918/medium.jpg,,0,0,"Murud, Roha, Maharashtra 402401, India",18.4049302,72.9379696,Raigarh,Maharashtra,India,White-footed Slime,Diachea leucopodia,White-footed Slime,Protozoa
2022-07-05,2022-07-05 12:34:52 UTC,Jaya Rakesh,2022-07-05 20:17:47 UTC,2022-07-14 04:35:44 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/211810720/medium.jpeg,,1,0,"Manjitola, Madhya Pradesh 481111, India",22.1439588531,80.6524177641,Balaghat,Madhya Pradesh,India,Chocolate Tube Slimes,Stemonitis,Chocolate Tube Slimes,Protozoa
2022-05-17,2022-05-17 07:58:28 UTC,,2022-07-08 18:46:48 UTC,2022-07-14 04:35:41 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/212548173/medium.jpeg,,1,0,"Adukkam, Tamil Nadu, India",10.2697939722,77.5379549722,Dindigul,Tamil Nadu,India,chocolate tube slime,Stemonitis splendens,chocolate tube slime,Protozoa
2022-07-11,2022-07-11 05:08:28 UTC,Jaya Rakesh,2022-07-11 18:13:15 UTC,2024-03-10 03:07:02 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/213401474/medium.jpeg,,1,0,"Banjaar Tola, A Taj Safari - Kanha National Park",22.1446057191,80.6546027586,Balaghat,Madhya Pradesh,India,true slime molds,Myxomycetes,true slime molds,Protozoa
2022-06-19,2022-06-19 04:58:23 UTC,Karthikeyan Srinivasan,2022-07-12 05:14:50 UTC,2022-07-25 15:29:14 UTC,https://static.inaturalist.org/photos/213537439/medium.jpeg,Growing on the trunk of a tree  that was dead,1,0,Cubbon Park,12.9763599971,77.5929094478,Bangalore,Karnataka,India,Honeycomb Coral Slime Mold,Ceratiomyxa fruticulosa,Honeycomb Coral Slime Mold,Protozoa
2022-07-16,2022-07-16 12:03:51 UTC,Name,2022-07-16 14:25:55 UTC,2023-05-06 20:14:22 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/214607824/medium.jpeg,,1,0,"Kullu, IN-HP, IN",32.24346,77.172977,Kullu,Himachal Pradesh,India,Ceratiomyxa,Ceratiomyxa,Coral Slimes,Protozoa
2022-07-19,2022-07-19 00:46:48 UTC,Rushil Fernandes,2022-07-19 06:44:19 UTC,2022-07-19 06:44:31 UTC,https://static.inaturalist.org/photos/215416389/medium.jpeg,,0,0,"Bangalore, IN-KA, IN",12.7832166667,77.6574888889,Bangalore,Karnataka,India,Dog Vomit Slime Mold,Fuligo septica,Dog Vomit Slime Mold,Protozoa
2022-07-21,2022-07-21 13:16:56 UTC,Karthik Thrikkadeeri,2022-07-21 15:17:45 UTC,2022-07-21 15:18:15 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/215979230/medium.jpeg,On coconut ,0,0,"Toll Junction, Edappally, Ernakulam, Kerala 682024, India",10.0226329167,76.3102262222,Ernakulam,Kerala,India,Arcyria,Arcyria,,Protozoa
2022-07-10,,Bhanu Prakash,2022-07-23 16:27:17 UTC,2022-07-23 16:27:28 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/216509230/medium.jpeg,,0,0,"Shivanahalli, Shivanahalli, Karnataka 560083, India",12.7224564179,77.5713300705,Bangalore,Karnataka,India,Lycogala,Lycogala,,Protozoa
2022-07-30,2022-07-30 01:59:53 UTC,abhi jith,2022-07-30 02:02:06 UTC,2022-07-30 11:11:41 UTC,https://static.inaturalist.org/photos/218358259/medium.jpeg,,0,0,"6JFG+3WM, Dadadahalli, Karnataka 570008, India",12.2227231612,76.6272873804,Mysore,Karnataka,India,Chocolate Tube Slimes,Stemonitis,Chocolate Tube Slimes,Protozoa
2022-07-30,2022-07-30 03:09:47 UTC,Sakshi Save,2022-07-30 06:32:16 UTC,2022-07-30 06:32:37 UTC,https://static.inaturalist.org/photos/218398707/medium.jpeg,,0,0,"Pune, IN-MH, IN",18.556551,73.820162,Pune,Maharashtra,India,Chocolate Tube Slimes,Stemonitis,Chocolate Tube Slimes,Protozoa
2022-08-01,2022-08-01 00:38:34 UTC,Vimal Raj,2022-08-01 07:22:22 UTC,2022-08-01 07:22:36 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/219069151/medium.jpeg,,0,0,"7WFR+4F9, Telangana 501101, India",17.2730239722,77.9409059722,Rangareddi,Telangana,India,Fuligo,Fuligo,,Protozoa
2022-08-04,2022-08-04 03:34:15 UTC,Chandu Bandi,2022-08-04 13:43:27 UTC,2022-08-14 18:15:53 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/219911272/medium.jpeg,,1,0,"11/A, Kaikondrahalli, Bengaluru, Karnataka 560035, India",12.9159631667,77.6825713889,Bangalore,Karnataka,India,Ceratiomyxa fruticulosa arbuscula,Ceratiomyxa fruticulosa arbuscula,,Protozoa
2022-07-13,2022-07-13 10:56:00 UTC,Jaydev mandal,2022-08-06 05:05:57 UTC,2022-08-06 05:07:35 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/220332263/medium.jpg,,0,0,"Manas, Baksa, Assam, India",26.7541666667,91.2066666667,Baksa,Assam,India,Dog Vomit Slime Mold,Fuligo septica,Dog Vomit Slime Mold,Protozoa
2022-08-09,2022-08-09 04:30:41 UTC,Girdhar Netam,2022-08-09 12:02:59 UTC,2022-08-12 02:32:51 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/221191667/medium.jpeg,,1,0,"HMPC+V7, Kondagaon, Chhattisgarh 494226, India",19.5867175833,81.6705398333,Kondagaon,Chhattisgarh,India,Salpingoeca,Salpingoeca,,Protozoa
2022-08-09,2022-08-09 03:21:12 UTC,Paul Antony Mangaly,2022-08-09 14:39:25 UTC,2023-02-21 14:35:26 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/221219763/medium.jpeg,,0,0,"HQ3P+2G9 Ajanvan, Baner, Pune, Maharashtra 411045, India",18.5524310833,73.7872924722,Pune,Maharashtra,India,slime molds,Mycetozoa,slime molds,Protozoa
2022-07-28,2022-07-28 02:53:08 UTC,Vishal Kumar,2022-08-10 13:42:26 UTC,2022-10-02 09:08:25 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/221457866/medium.jpeg,Its a smartest slime mold you’ll ever meet. ,2,0,"Krishna Nagar, Shymala Hills, Bhopal, Madhya Pradesh 462002, India",23.2432980117,77.391506061,Bhopal,Madhya Pradesh,India,Blasenstäublinge,Physaraceae,,Protozoa
2022-08-14,2022-08-14 06:23:19 UTC,Maneesh Keelanje,2022-08-14 11:42:16 UTC,2023-05-31 23:03:32 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/222432634/medium.jpeg,,0,0,"HXH2+6X5, Bicholim, Goa 403504, India",15.577792,73.951963,North Goa,Goa,India,Ceratiomyxa porioides,Ceratiomyxa fruticulosa,Honeycomb Coral Slime Mold,Protozoa
2022-08-17,2022-08-17 07:49:31 UTC,Sandipan Das,2022-08-17 09:34:22 UTC,2023-01-25 16:07:35 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/223196109/medium.jpeg,,2,0,"H. B Road, Sevokepally, J4JH+52P, South Sudarsanpur, Raiganj, West Bengal 733134, India",25.6303863333,88.1276245,Uttar Dinajpur,West Bengal,India,slime molds,Mycetozoa,slime molds,Protozoa
2022-08-15,2022-08-15 14:48:00 UTC,abhi jith,2022-08-19 05:50:13 UTC,2022-08-19 05:50:13 UTC,https://static.inaturalist.org/photos/223653276/medium.jpeg,,0,0,"6JFG+3WM, Dadadahalli, Karnataka 570008, India",12.2227233,76.6272876,Mysore,Karnataka,India,Didymium,Didymium,,Protozoa
2022-08-20,2022-08-20 11:30:04 UTC,Ramaa Shenoy,2022-08-24 09:22:07 UTC,2023-08-03 10:05:42 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/224941103/medium.jpeg,"",0,0,Jungle Book & Park,13.651583,79.41747,All Tirupati,Andhra Pradesh,India,true slime molds,Myxomycetes,true slime molds,Protozoa
2022-08-25,2022-08-25 03:56:02 UTC,Abhinav Burman,2022-08-25 12:37:13 UTC,2022-08-25 17:05:51 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/225213170/medium.jpeg,,0,0,Daigutu Park,22.8225623769,86.2101999298,Purba Singhbhum,Jharkhand,India,Red Raspberry Slime Mold,Tubifera ferruginosa,Red Raspberry Slime Mold,Protozoa
2022-08-27,2022-08-27 03:52:00 UTC,abhi jith,2022-08-28 07:50:42 UTC,2022-08-28 07:50:43 UTC,https://static.inaturalist.org/photos/225658472/medium.jpeg,,0,0,"Mysore, 7JC4+59R, Karle Habitat, Dattagalli 3rd Stage, Mysuru, Karnataka 570022, India",12.2704783,76.6058961,Mysore,Karnataka,India,Chocolate Tube Slimes,Stemonitis,Chocolate Tube Slimes,Protozoa
2022-08-21,2022-08-21 06:47:00 UTC,kiranotsarg,2022-08-28 12:39:38 UTC,2022-08-28 12:39:38 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/225737239/medium.jpeg,,0,0,"Pune, Maharashtra, India",18.5185305556,73.4159694444,Pune,Maharashtra,India,Physarum viride,Physarum viride,,Protozoa
